text,label,id,toxicity_score,target_groups
amnesty iran embarking on execution killing spree via,0,9475,1.0,['all_groups']
white guilt i say why guilt liberals are masters at spreading racist nonsense without race baiting the demokkkrat party wouldn t exist,0,10127,1.0,['all_groups']
rt the people who knew cho james holmes loughner lanza all knew they belonged in a lunatic asylum it would be intolerant to lock em up,0,18489,1.0,['all_groups']
daca is unconstitutional so your silliness is really mute,0,8646,1.0,['all_groups']
jay z oj beyonce group did 9 11 and 7 7 trumptributebands,0,13409,1.0,['all_groups']
you will never see this endorsement on any mainstream news network trump2016,0,18420,1.0,['all_groups']
stand with identity evropa let s embrace our destiny together,0,13612,1.0,['all_groups']
united sheriffs of white supremacy,0,808,1.0,['all_groups']
then why s his white biological family and all his younger photos white,0,2638,1.0,['all_groups']
it s ok to be white,0,5155,1.0,['all_groups']
thanks you all for protecting our heritage,0,14565,1.0,['all_groups']
what you did was greater zerotherefore no shame you have conquered the bugman for another day,0,10113,1.0,['all_groups']
black activists call for lynching and hanging of white people and cops va,0,2146,1.0,['all_groups']
probably on way to stupid white person meeting,0,18888,1.0,['all_groups']
they are regular white people at this point but can t ign,0,1734,1.0,['all_groups']
that s the reality my wife is south african and i ve been in country m,0,1691,1.0,['all_groups']
the antifa are claiming someone on the street yelled directions to fields,0,2602,1.0,['all_groups']
glenn beck s constitution worship explained via mormons constitution cuckservatives,0,1335,1.0,['all_groups']
white,0,2747,1.0,['all_groups']
they need milo to be alt right so make our men look like a joke if they actually reported the truth,0,15761,1.0,['all_groups']
south africa had a miniscule economy compared to an independent south,0,18920,1.0,['all_groups']
dave is such a cuck,0,15976,1.0,['all_groups']
well we do hate gay people,0,13749,1.0,['all_groups']
knockout king in uk anti white racist attacks now spreading to europe read more via,0,240,1.0,['all_groups']
anti whites upset by stagnation of mixed race couples in canada full story,0,2120,1.0,['all_groups']
what do you have against white males,0,10100,1.0,['all_groups']
according to is a racist waterbuffalo,0,13112,1.0,['all_groups']
their charity is part of islamic doctrine and proves nothing what about the answer to the pic,0,9084,1.0,['all_groups']
milos zeman czech president this migrant invasion is aimed at disrupting the entire structure of europe,0,18042,1.0,['all_groups']
in excitement forgot that modi isn t first but puppet pm mms was first to get,0,16140,1.0,['all_groups']
aap alleges rs 22000 cr scam in maharashtras power sector,0,261,1.0,['all_groups']
if they didn t have white people to hateftfy,0,15799,1.0,['all_groups']
if you molest little boys as speaker of the house while touting your family values you might be a cuckservative,0,11147,1.0,['all_groups']
could you imagine not having those things in charlottesville the left was armed to the teeth,0,4948,1.0,['all_groups']
is a party of shameless who sell natural resources of india for private benefit sexually exploit our women and claim to be party,0,8810,1.0,['all_groups']
o admin s narrow gesture does nothing to protect faith based employers or religious families matt bowman hhsmandate,0,12031,1.0,['all_groups']
hindus must take up this matter,0,17878,1.0,['all_groups']
globalists hoping you won t notice they ve built china into a monstrously dangerous superpower media certainly hasn t,0,6892,1.0,['all_groups']
kkk white citizens cncls believed race mixing integration would destroy society what they really meant,0,7481,1.0,['all_groups']
white supermacy and white lives matter is a hate group who thinks that the white race is more superior than others,0,884,1.0,['all_groups']
i hate isis,0,13337,1.0,['all_groups']
lol bet you a large percentage of that is white,0,7950,1.0,['all_groups']
what an oddly worded retort oh has a response for your weak low energy brand of conservatism up rebut it if you can,0,9168,1.0,['all_groups']
opkkk anonymous have you brothers and sisters seen this clowns tl perhaps someone should help his account cough,0,6541,1.0,['all_groups']
reporters without borders ignore persecution of revisionists reporters without borders ranks germany on place,0,8062,1.0,['all_groups']
no nothing more beautiful than the blue eyes,0,6187,1.0,['all_groups']
cuckservatives trump and white identity politics via,0,6839,1.0,['all_groups']
that is what bo wants racial division,0,8125,1.0,['all_groups']
invasion of europe the ship is going down op edge by sam gerrans,0,3307,1.0,['all_groups']
the class system in america if a white man was raised in the inner cities,0,12720,1.0,['all_groups']
not south orange nj,0,14437,1.0,['all_groups']
why white babies,0,7401,1.0,['all_groups']
nine uk muslims including four children arrested by turkish cops as they try to join the islamic,0,8504,1.0,['all_groups']
when whites try to contol land labor resources of non white nations that is white supremacy my friend,0,17409,1.0,['all_groups']
maybe you should rethink that statement i own quite a few i m pretty sure every member is armed too,0,7963,1.0,['all_groups']
comparing blacks calling out white supremacy as being like white supremacists shows you have a serious problem with comprehending,0,17788,1.0,['all_groups']
and who likes and re tweets there own tweets,0,11319,1.0,['all_groups']
my boys in white hh,0,18057,1.0,['all_groups']
yeah but many of those are located in the white parts of the state,0,14756,1.0,['all_groups']
e g un projects 4 to 15 billion people in africa by 2100 obviously,0,13227,1.0,['all_groups']
what a bunch of pusscakes you white lives matter guys are,0,16502,1.0,['all_groups']
more propaganda from a white nationalist group,0,11669,1.0,['all_groups']
you are the racist trying to reintroduce racial segregation,0,4642,1.0,['all_groups']
holocaust debate comments news ursula haverbeck sentenced to 11 months ursula haverbeck has been sen,0,16707,1.0,['all_groups']
new ca gop 38 cruz 22 kasich 20 i will be voting on june 7th to makeamericagreatagain ca4trump,0,2450,1.0,['all_groups']
are you so dense as to assume that only black people hit white people,0,7664,1.0,['all_groups']
it s a result of splc smear campaign the anti white hate organization recently falsely branded him white nationalist,0,1947,1.0,['all_groups']
15 year old white danish girl blinded by african muslims in racially motivated hate crime video via,0,14915,1.0,['all_groups']
denounce antifa and violent left extremism by the end of this might even seek to name them as a terror,0,15086,1.0,['all_groups']
um league of the south is certainl,0,2683,1.0,['all_groups']
the left has used the charge of racism as a bludgeon to prevent whites from voting their interests that has changed recently 2016 election,0,8152,1.0,['all_groups']
lt gov is much better i heard and un post is almost meaningless,0,13451,1.0,['all_groups']
ma am you are very intelligent hopefully you should know there s a difference between someone suspecting you are a white supremacist based on people you are tweeting versus actually accusing you of being a white supremacist those are two totally different things,0,7958,1.0,['all_groups']
1 white nationalists have killed more people than muslims since 9 11,0,1098,1.0,['all_groups']
white house visitor logs show dozens of visits by top abortion activists,0,17423,1.0,['all_groups']
it you were a white supremacist you would promote the globalist empire why are these people so stupid,0,4213,1.0,['all_groups']
the burden of proof has been gen calls for full annihilation destruction of israel nuclearcheckmate,0,9991,1.0,['all_groups']
they already have attacked random people at the inaugurati,0,1733,1.0,['all_groups']
how many problems will solve while modi in uk bada rajan plans fingering,0,16081,1.0,['all_groups']
tn brahman cm or an dalit cm they don t care caste but ability thanks to tn radicle media which has upgraded them,0,10390,1.0,['all_groups']
the extermination of the white race the facts about britain and non white immigration more,0,1701,1.0,['all_groups']
i m sure the native americans would be happy to spare you fellas oklahoma like we once did to them,0,3278,1.0,['all_groups']
other than running people over with cars,0,9862,1.0,['all_groups']
that is part of the white supremacy logic that native people are less than human we aren t,0,16357,1.0,['all_groups']
the railroad trust of the new south j p morgan takes over the southern railroad network,0,18962,1.0,['all_groups']
proud nations r successful nations nationality patriotism r not racist nwo globalist bastards r trying 2 push that narrative,0,2516,1.0,['all_groups']
no way i can t support carson if he s for amnesty,0,1547,1.0,['all_groups']
mashallah i love you for what your doing keep it up kill the kafir,0,13456,1.0,['all_groups']
i congratulate ji for the conference that ll mark definite beginning of women led development as envisioned by pm,0,11542,1.0,['all_groups']
altrightmeans helping your fellow white man awaken to the realities of the world,0,5718,1.0,['all_groups']
faith and freedom endure even in the face of some terrible storms alliance defending freedom blog,0,15124,1.0,['all_groups']
dramatic rise of white flight in britain masses of white families escape from multiracial areas via,0,4037,1.0,['all_groups']
smithsonian with this history what makes the white race more civilized is this civilized behavior,0,13598,1.0,['all_groups']
azam khan asks muslims to unite to prevent modi from becoming pm the times of india,0,18607,1.0,['all_groups']
lindsey graham suspends presidential campaign via novotesforturncoats cuckservative scalawag,0,11646,1.0,['all_groups']
of course not people believe what they want facts are irrelevant to most people,0,8942,1.0,['all_groups']
hu white people,0,6943,1.0,['all_groups']
i see ur black and i m proud you stick up for truth there s no making injustice justice whether you re black or white i m white,0,17010,1.0,['all_groups']
seems the people who keep harping on racism are the real racist because they think of nothing else so everyone is a racist to them,0,11760,1.0,['all_groups']
time to vote out the swamp,0,10958,1.0,['all_groups']
4 furthermore guy on free republic with contact to bannon also denied quitting story media fabrica,0,971,1.0,['all_groups']
pewdiepie its because imwhite,0,8967,1.0,['all_groups']
it s more than nothing and less than everything,0,15811,1.0,['all_groups']
white evangelical christians looove jews wouldn t dream of attacking,0,4577,1.0,['all_groups']
who are whites i m a gypsy traveller and i m white,0,17444,1.0,['all_groups']
rt service class and finance class find it difficult to stand up to power barbarians,0,5693,1.0,['all_groups']
mob attacks hindus in bangladesh,0,18045,1.0,['all_groups']
how ignorant do you have to be to think something practiced hundreds of years ago by everyone around the world can be pinned on a single race the ottomans enslaved white people where s my reparations,0,16982,1.0,['all_groups']
they aren t the root of the problems white people failing to uphold their,0,16413,1.0,['all_groups']
no they ve been wildly misinterpreted the phrase all people are created equal was in reference to the abolition of nobility,0,6576,1.0,['all_groups']
see there are some things black people white people are in total agreement over,0,1631,1.0,['all_groups']
kkk kreosote kornhole kids give in charity or stop getting hungry give in charity jesus,0,131,1.0,['all_groups']
joins tony to talk istandsunday 4houston5 and listen,0,12146,1.0,['all_groups']
please rt freetobelieve for those fighting praying for religious freedom freetobelieve,0,9881,1.0,['all_groups']
remember when hitler didn t understand history and the aryans didn t even create the swastika,0,9907,1.0,['all_groups']
no more all white europe,0,17144,1.0,['all_groups']
white supremacists like are the same ppl who opposed daca and think muslims shouldn t live in the us,0,1833,1.0,['all_groups']
please continue to define white supremacy,0,3451,1.0,['all_groups']
white privilege racism white denial the cost of inequality who to your mind is guilty of these accusations sri lankans,0,13874,1.0,['all_groups']
and relatively recent and driven from the top down as well people didn t sperg out over the,0,2114,1.0,['all_groups']
reflections on some aspects of jewish self deception part 1 introduction,0,10809,1.0,['all_groups']
every american as long as your skin is white,0,11456,1.0,['all_groups']
i always wondered how educated you fidiots were abt adolf surely then you must be vegetarians non alcoholic tobacco a sexual,0,17898,1.0,['all_groups']
didn t know he was a racist hulkster,0,18660,1.0,['all_groups']
here s a scene from the confederate summer of 2015 notice how people are dressed h,0,13074,1.0,['all_groups']
mt coward fascists cancels event to silence conservative guest speaker,0,12541,1.0,['all_groups']
is abortion wrong because they feel pain,0,7888,1.0,['all_groups']
mccain is not and has never been a republican people forget that he was the bernie sander,0,3372,1.0,['all_groups']
white nationalism,0,19048,1.0,['all_groups']
wake up white race,0,4539,1.0,['all_groups']
same i tell my kids and my dad told me each day we all have two choices be a victim or be a survivor one thing is for sure if think you re a victim and tell others you are you will be same as for kids you tell black kids they re victims and racism holds them back it will,0,5323,1.0,['all_groups']
thank you for using the word folks rt rt civic nationalism folks,0,10287,1.0,['all_groups']
white people should boycott the bet awards because there are not enough white winners lol spike lee and jada please take a seat,0,6450,1.0,['all_groups']
mccain wants to shoot down russian planes attacking islamists,0,5207,1.0,['all_groups']
dalit leaders in bjp simply condemn the incidents but never make an effort to de link bjp they do nothing to fire fight cong propaganda,0,4952,1.0,['all_groups']
how could a jew be a part of any sort of white identity movement alt right or otherwise jews aren t white,0,5999,1.0,['all_groups']
somebody contact president trump this is an excellent idea,0,2563,1.0,['all_groups']
it s about internationalism communism socialism vs nationalism zionism nationalism,0,3321,1.0,['all_groups']
is that why you re so matronly and worried about what people do with their privates nothing like venerating an old racist crone,0,17628,1.0,['all_groups']
charlottesville police acted very professional to my face you can t fully trust them,0,15062,1.0,['all_groups']
allow us to explain our upcoming supreme court case yes we have another supreme court case,0,1117,1.0,['all_groups']
someone better start a youtube antifa makeup tutorial,0,7216,1.0,['all_groups']
that s kind of you i don t believe anyone ever said black people are incapable of kindness,0,8129,1.0,['all_groups']
the sad mind and evil media genius behind,0,15500,1.0,['all_groups']
when people make it their life mission to erase our identity we shouldn t r,0,9178,1.0,['all_groups']
this is a must see exchange between jared taylor a great advocate for white people and a muslim woman who wants to see white dispossession,0,9112,1.0,['all_groups']
no you hate all people of color if you are saying you are,0,13498,1.0,['all_groups']
like his liberty university charade trump will genuflect at values voters summit next month,0,3357,1.0,['all_groups']
you expect the left to understand or utilize logic man are you dreaming trumpderangementsyndrome maga,0,13843,1.0,['all_groups']
google searches for white genocide soar after tweet via makeamericagreatagain,0,7772,1.0,['all_groups']
wow i do know there is an anonymous supporter that is not typing tonight or for a long while not all can hide,0,18400,1.0,['all_groups']
putin s right but he needs more education on islam kuffirs please help,0,14487,1.0,['all_groups']
why not advocate for white people having more white babies doesn t that make sense for us our posterity meekness,0,1055,1.0,['all_groups']
why is it against the rules for pro white people to peacefully assemble every other race is allowed but not whites,0,2790,1.0,['all_groups']
the end of a myth most new serial killers in america are not white males read more,0,14585,1.0,['all_groups']
antifa is clearly communist they are quite the recruiting tool for the alt right,0,14074,1.0,['all_groups']
please publicize this upcoming event because ppsellsbabyparts defundplannedparenthood,0,1009,1.0,['all_groups']
how white skin evolved in europeans via,0,3238,1.0,['all_groups']
another successful ls conference in the record books,0,3952,1.0,['all_groups']
doj looking into direct action antifa groups there may be a chance,0,10235,1.0,['all_groups']
the white race has the launch codes what else really matters,0,3560,1.0,['all_groups']
join the immigration conversation on twitter afire,0,7930,1.0,['all_groups']
but their american experience can be used in their home country better,0,339,1.0,['all_groups']
not really because the leftist media were not so happy with that speech,0,11691,1.0,['all_groups']
absolutely true they publish endless kat timpf columns just to gin up faux outrage not because they seriously oppose pc,0,11290,1.0,['all_groups']
american nationalism until the 1950s was basically white nationalism,0,11307,1.0,['all_groups']
w bad intentions don t but the other people i m well aware of antifa so are pd i m talking to you all right now,0,169,1.0,['all_groups']
private sch dont fall under same laws if ignorance is bliss you must be blissful not anti religion it s pro tolerance,0,11730,1.0,['all_groups']
az appeal of immigration ruling set for november afire tcot teaparty illegal immigr,0,17650,1.0,['all_groups']
says the white supremacist that supports white christian shooters by not callin them terrorists jiha,0,13589,1.0,['all_groups']
john boehner says he is encouraging jeb bush to run for president via immigration bedfellows,0,14359,1.0,['all_groups']
so no charity is allowed to go to white people who are you to say who they can help and you call them racist,0,14537,1.0,['all_groups']
robert britain has had 500 yrs of civil struggles to be different i say we have been leaders in the civil rights of mankind,0,10817,1.0,['all_groups']
i don t get this the rest of your posts are chilling and true these insane people mean to kill us all,0,12148,1.0,['all_groups']
im not a white supremacist you happy,0,15229,1.0,['all_groups']
little miss hispanic winner loses title in del,0,15285,1.0,['all_groups']
the net racial difference is about 1 out of 30 births,0,16387,1.0,['all_groups']
orbiting lunar base german astronaut reiter on deep space gateway,0,2494,1.0,['all_groups']
the annual rate of miscegenation on plantations was less than 1 percent per annum,0,8137,1.0,['all_groups']
the rules for white people at michael brown vigil in torontorevealed via,0,10915,1.0,['all_groups']
you re really trying to make american white again huh,0,4656,1.0,['all_groups']
white man march what is the white man march,0,11032,1.0,['all_groups']
dw i m white look here s my hand,0,3152,1.0,['all_groups']
is a must follow for all racially aware nationalists an excellent webpage also smashmarxism 14w,0,11597,1.0,['all_groups']
more holocaust cartoons from our forum rvisionniste en franais here are some easily understood informat,0,3381,1.0,['all_groups']
that is also about geography the scots my ancestors were an extremely ba,0,8123,1.0,['all_groups']
rt join bjp protest on 23rd against cong govt vidhanasoudha muttige freedompark at 10 30 am,0,12999,1.0,['all_groups']
the hate group family research council inexplicably links dan savage to racist frat chant lgbt,0,5383,1.0,['all_groups']
so there are no black people whites never did anything wrong to them and there are no germans and jews and no reason to discuss ww2 right,0,3493,1.0,['all_groups']
to nationalism anti s work hand in hand,0,787,1.0,['all_groups']
the difference is putin will kill isis while hussain supports them,0,18951,1.0,['all_groups']
i block white supremacists and paid libdofascist trolls,0,12392,1.0,['all_groups']
white house executive amnesty implementation well underway via stopexecutiveamnesty,0,17420,1.0,['all_groups']
this is a bad idea you will be blamed for whatever happens media will have the proles primed,0,14630,1.0,['all_groups']
then again we would have to listen to the fake from every angle from the bs msm i like it this way beside that one these are today too,0,14870,1.0,['all_groups']
by true conservative they mean open borders free trade deregulation and endless wars no one is pining for ww3 with russia,0,5887,1.0,['all_groups']
will you raise your voice against rape murder of innocents pl read,0,6477,1.0,['all_groups']
have escape location in the palestinian desert with a massive wall armed to the teeth with european hardware,0,8727,1.0,['all_groups']
no they didn t need anything related to hilary they needed only awakening the racist white population that put him in power sad,0,13486,1.0,['all_groups']
fbi counter terror agents to guard uk airports against islamic jihadis,0,10360,1.0,['all_groups']
people compiled a lot of this info right after charlottesville here is one example g,0,8039,1.0,['all_groups']
weapons cache bomb making instructions found at long island home notice the west german flag right in the middle,0,1788,1.0,['all_groups']
that was from the white helmets mannequin challenge video,0,9356,1.0,['all_groups']
watch the skies europe will come mere 1902 all over again,0,14673,1.0,['all_groups']
congratulations shri on world yoga day,0,3116,1.0,['all_groups']
ocala mayor kent guinn not a member anonymous trying to discredit police investigating,0,4313,1.0,['all_groups']
the whole purpose of gop is to stifle squelch resistance to cultural marxist tyranny whil,0,16403,1.0,['all_groups']
letter from a reader to his congressman the occidental observer white identity interests and culture,0,8871,1.0,['all_groups']
how many people have been red pilled because the splc or adl sent them to our sites,0,9653,1.0,['all_groups']
you are a racist dem a member of the proslavery party you are,0,13840,1.0,['all_groups']
rt this is making buchanan s culture war speech sound like a stump speech rncincle,0,7505,1.0,['all_groups']
preparing for race war the south african bootcamps training thousands of white youths via,0,10785,1.0,['all_groups']
dear you talk of secularism in rest of india but scared to include it in j k constitution why,0,4024,1.0,['all_groups']
with the talmud jews worship themselves,0,2795,1.0,['all_groups']
rt black supremacist screaming i hate white people attacked whites in new york metro station video via,0,6596,1.0,['all_groups']
white reporter loses his job for violating the standard,0,3676,1.0,['all_groups']
thank you how do you someone s racist they the worst group of people ever,0,4820,1.0,['all_groups']
hes a white supremacist you support him so youre a white supremacist sympathizer off,0,10557,1.0,['all_groups']
yea ok sure,0,17471,1.0,['all_groups']
the truth hurts french euro mp sidelined after france is a white race remark racerealism race,0,8166,1.0,['all_groups']
liminal or borderline white will that do,0,2412,1.0,['all_groups']
thought the lincoln memorial rally was a success and set a precedent paul is a wet rag,0,17350,1.0,['all_groups']
rt stand4life news at least 24 planned parenthood sites have closed so far in 2013,0,15403,1.0,['all_groups']
those people are dead thanks to policies you support dominic they are collateral damage to yo,0,1145,1.0,['all_groups']
different than antifa and soros,0,13988,1.0,['all_groups']
couldn t find a white baby huh,0,9561,1.0,['all_groups']
we need your help to get back to 100 in the fight against amnesty and illegals,0,11894,1.0,['all_groups']
because the murder victim was white,0,3975,1.0,['all_groups']
1 south island of new zealand 2 iceland 3 parts of canada,0,4786,1.0,['all_groups']
who is causing all the violence in columbus ga the black community,0,9221,1.0,['all_groups']
elder lansing for congress senate a true american patriot maga,0,2212,1.0,['all_groups']
white supremacy is systemic the system in place was built,0,9218,1.0,['all_groups']
in stead of adjourning parliament 5 times a day pl adjourn it sine die without wasting any further time and people s money,0,3297,1.0,['all_groups']
but said the alt right are white supremacists,0,5606,1.0,['all_groups']
the only disease is white supremacy spreading like a cancer,0,8155,1.0,['all_groups']
it s sad lgbt people are unwilling to be gracious winners calls for anti gay religious law tcot ccot p2,0,17621,1.0,['all_groups']
podcast the unpredictability of the trump white house,0,15377,1.0,['all_groups']
mohamad slept with more than 100 women in 63 years life but only one woman khadija became pregnant with baby daughter fatima chotugang,0,12528,1.0,['all_groups']
cruz said kasich should leave because he couldn t get to 1237 now he can t get to 1237 drop out lyin ted,0,362,1.0,['all_groups']
white girl bleed a lot the return of race riots to america via,0,868,1.0,['all_groups']
people used to pay to see freaks like this,0,6222,1.0,['all_groups']
there is nothing more american than white nationalism,0,10934,1.0,['all_groups']
culture is driven by hollywood media academia politicians have little control unrealistic expectati,0,9569,1.0,['all_groups']
wikipedia explains the difference between gay asian black pride and white pride read more via,0,1854,1.0,['all_groups']
oh i agree some americans are lazy be productive to deny people gov benefits if they refuse work,0,12981,1.0,['all_groups']
white working class rallies behind trump via,0,18381,1.0,['all_groups']
but he is one of those white pride alabamians,0,17539,1.0,['all_groups']
i wasn t lol all of them white elitist organizations just using fake race wars to destroy middle class enslave us all again,0,17019,1.0,['all_groups']
poll california non whites wants ban on free speech for white nationalists swrm us white via,0,9885,1.0,['all_groups']
as someone from european descent could you spell the country s name right not like you have to chisel it in marble also richie,0,5845,1.0,['all_groups']
belgian police hunt for a suspected lone gunman who killed 3 people in a shooting at the jewish museum of belgium,0,10444,1.0,['all_groups']
rabbi says synagogue fired him for welcoming nonwhite members via,0,18891,1.0,['all_groups']
the double standard of black on white murder coverage versus white on black,0,11810,1.0,['all_groups']
marriage is important but other ways of life also you don t alway s need marriage to love and be loved,0,18814,1.0,['all_groups']
today is national horse protection day please sign and share our petition,0,80,1.0,['all_groups']
ezra levant has mcinnes and the rest of the rebel over in israel because the media hates israel lol,0,17835,1.0,['all_groups']
who said white oh yea you did white obsessed i see i don t see that way good is good no matter what color,0,3684,1.0,['all_groups']
lol you support trump but you don t understand how the media lies and smears ppl groups really,0,570,1.0,['all_groups']
we stood for free speech against violent bullying in garland denounced us came out a,0,14002,1.0,['all_groups']
we need to unshackle the voice of the church vvs17 johnsonamendment,0,12824,1.0,['all_groups']
rudolf hess last words before final jugdment in colour video more via,0,3480,1.0,['all_groups']
he was a delusional coward who led the reich to its own demise with his irrational decisions,0,5981,1.0,['all_groups']
holocaust debate comments news grammy nominated rapper promotes holocaust denier supremacist jews w,0,1917,1.0,['all_groups']
people are dead and here you are butthurt that hunter was right,0,6218,1.0,['all_groups']
cuckservatives the case against conservatism via,0,9424,1.0,['all_groups']
actually the nazis were a socialist party republican party voted against slavery segregation at every turn it was formed 2 abolish it,0,8532,1.0,['all_groups']
antifa get violent again in portland via,0,14073,1.0,['all_groups']
our don t apologize for being white sign is now white suprema,0,8411,1.0,['all_groups']
probably just has a phobia based prejudice of rural white folk due to anti white propaganda,0,3461,1.0,['all_groups']
islam dose not command muslims to kill that is like say christianity make white people kkk or white supremacist shake your head,0,18768,1.0,['all_groups']
got a racist over her,0,12358,1.0,['all_groups']
the is perhaps quoting the plagiarized parts of early patrtsv quran that came from bible jewish texts,0,6321,1.0,['all_groups']
campaign end modi in 2014 437 rallies 5827 public events 300000 kms 25 states lesson in endurance mental discipline resource mngmnt,0,8624,1.0,['all_groups']
zakir naik associates rizwan khan n arshid qureshi converted 800 people in islam sir arrest zakir before radicalize convert more,0,8360,1.0,['all_groups']
so much racism here so much hatred all you people here are worthless animals you are a waste,0,14536,1.0,['all_groups']
i d tell you but i don t know what he said because people keep trying to kill him,0,5092,1.0,['all_groups']
i m not a white supremacist you re not superior to anyone,0,9697,1.0,['all_groups']
unwelcoming chinesepresident xijinping at the white house,0,9147,1.0,['all_groups']
thinking thats a plausible future for all people and not just white people is unintelligent,0,16676,1.0,['all_groups']
yes i love this angle of liberals and their deep state masters of targeting white people see how well it works,0,12907,1.0,['all_groups']
don t forget the park and the statue were donated to the city by a private party we paid for our monuments,0,17653,1.0,['all_groups']
keith ellison proposed something like this years ago i live in mississippi but yes y all can have the south and this port seems fair,0,7060,1.0,['all_groups']
jesus wasn t white,0,10667,1.0,['all_groups']
expulsion of white farmers has destroyed zimbabwe via rt rt,0,2222,1.0,['all_groups']
as thousands more migrants reach germany pope francis calls for european sanctuary,0,1210,1.0,['all_groups']
britain will be racist again regardless if your people won t be racist the muslims,0,1236,1.0,['all_groups']
hello my white m8s how are you,0,10552,1.0,['all_groups']
rahul gandhi attacks kejriwal call rahul a kid sheila a corrupt and together they join to not letparliamentwork,0,13564,1.0,['all_groups']
evil people do the abortions evil people condone all abortions,0,7744,1.0,['all_groups']
these are poor underprivileged people that you think are like that because of race just like you think you re so great because you re white,0,5415,1.0,['all_groups']
for clarity you want to statue so people can learn from past,0,5950,1.0,['all_groups']
unite to defeat radical jihadism it will require western elites to form an alliance w citizens they ve,0,18307,1.0,['all_groups']
the next unitetheright will be much larger,0,15490,1.0,['all_groups']
so are you saying melanin makes people violent,0,9018,1.0,['all_groups']
white supremacist group launched their projectsiege campaign at penn state here s psu s statement,0,14733,1.0,['all_groups']
there s no greater threat to america than being divided,0,1730,1.0,['all_groups']
1 hey hunter wanna meet the new face of theautistic right 45min,0,13058,1.0,['all_groups']
yea it s just a coincidence that those lawyers worked for fusion gps and fusion gps is on the payroll of democrats yeah nothing to see here,0,10168,1.0,['all_groups']
this is the white man march yes,0,2839,1.0,['all_groups']
narendra modi has turned india into a magnet mckinsey ceo dominic barton the economic times on mobile,0,13477,1.0,['all_groups']
that s because there are yuge benefits to being white unfortunately,0,18204,1.0,['all_groups']
rt 5 there was no religious right until the late 1960s early 1970s there wasn t a need for one conservatism is a failure,0,17569,1.0,['all_groups']
white guilt,0,1815,1.0,['all_groups']
thousands of golden dawn supporters on the streets of athens over arrest of partys leader via,0,1750,1.0,['all_groups']
john friend s blog the realist report reinhard renegade tribune,0,7052,1.0,['all_groups']
thanks for joining istandsunday beth god bless you,0,10328,1.0,['all_groups']
thanks for the colorful opinions but celts are not white by your purist northern european standards they are darker than modern meds,0,8122,1.0,['all_groups']
here are more pictures from my visit to sumdo,0,17870,1.0,['all_groups']
my latest 9 groups to watch on immigration reform aflcio,0,16601,1.0,['all_groups']
loooooooooooooooooooooooooooooooooooooooooooool you mad,0,6155,1.0,['all_groups']
said he hates white people,0,14513,1.0,['all_groups']
this white house would call the hindenburg a success,0,10046,1.0,['all_groups']
sir give a gift to delhi on 15th august change the name of aurangzebroad stop insulting people he murdered,0,16315,1.0,['all_groups']
yeah women are people believe it or not if they punch they get punched back unless you think they re unequal to men somehow,0,9244,1.0,['all_groups']
kris kobach why obama critics are wrong about arizona immigration law afire tcot p2,0,18016,1.0,['all_groups']
via reza aslan re presents a neglected persian poet tcot,0,16472,1.0,['all_groups']
white people yelling at other white people about non white people,0,14722,1.0,['all_groups']
your justification of whitegenocide is 12 bar blues you are clutching at straws anti white,0,1895,1.0,['all_groups']
lincoln was a yankee supremacist yankees were white so were the southerners he butchered,0,10693,1.0,['all_groups']
this ladies gentlemen is the perfect example of tyranny,0,6356,1.0,['all_groups']
im they i dont hate white people i just happen to not hate brown people either if that makes me a liberal i guess sign me up,0,8399,1.0,['all_groups']
family intactness by race 65 asians 54 white 41 hispanic 17 black pat fagan discussing now,0,12173,1.0,['all_groups']
well go save the white race then jesus what are you waiting for,0,1789,1.0,['all_groups']
also that s proportional so think about it more people more crime more white people or white people crimes,0,10407,1.0,['all_groups']
because of racist dipshits like you,0,13168,1.0,['all_groups']
who are their supporters black people or white people who is their audience black people or white people do they talk to black people about black solutions or to white people about black problems,0,8307,1.0,['all_groups']
of course not but they forget who forms the backbone and indeed much of the body of our armed forces the majority of southern sons will defend the south if only because their families would be,0,10756,1.0,['all_groups']
thank you identity evropa this is what is what is needed,0,10877,1.0,['all_groups']
it s clearly far majority white,0,7030,1.0,['all_groups']
good luck with that a new york billionaire who hates people like you is just what you need,0,11491,1.0,['all_groups']
el paso officials against id for undocumented immigrants fearing sanctuary city status via,0,4041,1.0,['all_groups']
white supremacy at its finest,0,2780,1.0,['all_groups']
antifa are the real confederates,0,16803,1.0,['all_groups']
hope you made the right decision and stay with your opinions about islam,0,4105,1.0,['all_groups']
i don t think your numbers are correct on the majority white sa thing i know southern brazil has a large white pop,0,4133,1.0,['all_groups']
thats the problem with the current populations obsession and identity with a geograp,0,15849,1.0,['all_groups']
they ve all got adult add trump russia ooooh shiny object trump nk oooooh squirrel,0,16420,1.0,['all_groups']
what in the world rt may all your christmases be white,0,7345,1.0,['all_groups']
league of the south puts up secede billboard on i 85 in montgomery,0,16188,1.0,['all_groups']
lnformed read quran mixed up authors also history of family of also muhammad no peace truth ls hypocritical,0,5193,1.0,['all_groups']
and trump is very calculated i m sure he has plans for bannon to do his thing,0,11318,1.0,['all_groups']
you may judge islam by seeing only one person in the world he was in the totally correct way given by the almighty,0,6515,1.0,['all_groups']
this is cuckoldry people,0,3580,1.0,['all_groups']
